tx,destination_address,exchange,token_name,token_erc20,number_of_coins_transferred,utc_date_of_transfer,utc_date_time_of_transfer
0xc24945c76407bb8c0a831052add8103060729f8a4649029a50b4fa0bb0e3f3a6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,300000,Mon, 24 Apr 2023 20:30:11 GMT
0xce8e311be485d5b4f99ba00869d9d728c9a2c31907194ccdc62f009d1b28376b,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,527,Mon, 24 Apr 2023 20:30:11 GMT
0xbd90993c991465fd5c9944bccae77d5e54fd9515413a8dd8eb5ab09cc1f9d51e,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2703,Mon, 24 Apr 2023 20:30:11 GMT
0xf7b6c5c9a360328ac6fc5fc2ad694c964811863f3c7b8d85d91408aa1455a5d9,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3906,Mon, 24 Apr 2023 20:30:11 GMT
0x284219c05081ef6c9c651a12edf1fd1a9c4aa13f13b6feaff02ea1fbbbd936e9,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1885,Mon, 24 Apr 2023 20:30:11 GMT
0x2d55213c468a400073667504a4df9eb236f6b2483a1a3f3986bd88a25fd3bc0c,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2303,Mon, 24 Apr 2023 20:30:11 GMT
0xdf69bd6848c37e4bba344bffe3a9bfe94743ad6a9cc8be3e3be588dec9d03709,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,528,Mon, 24 Apr 2023 20:30:11 GMT
0x8295542818b8cd746c28cf5bb2373e4fc45394c7aca9cfce44ca774c9c017a62,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9001,Mon, 24 Apr 2023 20:30:11 GMT
0x7b5fd80aebdb3d62d2c6cbbd83e65ecc3417afe8133fe2eb6ab92649025fdce3,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,585,Mon, 24 Apr 2023 20:30:11 GMT
0xf972f5e39530f9f12d9f9f744749a2c42e3384a2354a537c54d6f07ca33ca3ec,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2500,Mon, 24 Apr 2023 20:30:11 GMT
0xb59beb8d43750b1a2deee12d48eb6bb4a35bc1fe5b54e3bd369b3b46b3d4e07b,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2000,Mon, 24 Apr 2023 20:30:11 GMT
0x2dc0cad0296a035b32a60049db53dae4834e63271f5c2821f197d1bf0a0c75f1,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,966,Mon, 24 Apr 2023 20:30:11 GMT
0x233adc4ab9b1a87ddfa61ab08c7cf84269e299675c2920cc6ba2844023414e35,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,528,Mon, 24 Apr 2023 20:30:11 GMT
0x7acc68f10695078bad7f94b1f8347b2baa15c7c5e66b7eae9ecaec553cf63687,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,98000,Mon, 24 Apr 2023 20:30:23 GMT
0xbc149bfd4165a12dfc2071bd99a611ec47854188951bd842fafdb9f2c81b5bfc,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,68835,Mon, 24 Apr 2023 20:30:23 GMT
0x7ac14157e97782b4983ca8b4c8f4a6fc4c008596420aa968111c253ac82e912d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,54000,Mon, 24 Apr 2023 20:30:23 GMT
0xf82724832205e6a7abab45489e0814bb2964fba25fdc1b844a34636587716743,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50000,Mon, 24 Apr 2023 20:30:23 GMT
0x068d6e57ce352d4b7989230d88d9b13c4aba6c2a0d2e2104fe0b38a2c5fb925a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50248,Mon, 24 Apr 2023 20:30:23 GMT
0x6261d55031785d9f5668c78caff00e3631cf41036dbb22743c475425698b3066,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,49876,Mon, 24 Apr 2023 20:30:23 GMT
0x9177202fff1603d506904968ee56c2bcbd40d8481b1d4fb1793edf11ff8ab282,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,40608,Mon, 24 Apr 2023 20:30:23 GMT
0xd2996964520ffd76ecd260a0f22cebe3e958a2e7ffba659cd68ecbb3814413f8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,31000,Mon, 24 Apr 2023 20:30:23 GMT
0xb2947916fa315de29a7ac9438d086d3d2ef79eeaf443ff0bf98734eacd3aeab4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,33282,Mon, 24 Apr 2023 20:30:23 GMT
0xe32992cb82489a0a1b8a57c6677c1b3dd8f2efd3fd2177cf2544791781db2845,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,30000,Mon, 24 Apr 2023 20:30:23 GMT
0x52fca4b4e0e9ecc2d94087756a7189211e2078617749f8f44589920d1a565cf6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,26152,Mon, 24 Apr 2023 20:30:23 GMT
0x4dbe0785599552e75137b4000f99f9de5ba6a2526ab9f314f327e7a2cf6d3dc3,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,25100,Mon, 24 Apr 2023 20:30:23 GMT
0x8cbd3f62c37fb076ccafce0c90205b7c0f8e0443ffd312b8f4f3fb5e6fba4369,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,24375,Mon, 24 Apr 2023 20:30:23 GMT
0x2e72f5b55f607fb920a0988a5059a803b6853a1b45eae6a39045cc1e354ed5f7,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,21296,Mon, 24 Apr 2023 20:30:23 GMT
0xb13b1eebd1210ed304e5a646071c9363f04876cedc6e77d1e47c394a0fa1987c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,20000,Mon, 24 Apr 2023 20:30:23 GMT
0xddfa5b6203e6ba6032e2487786822c1360297ccc711ed5e130be44a06a41052d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,20000,Mon, 24 Apr 2023 20:30:23 GMT
0x23a40c1600515073a06ab3bb0e7fe9d2d828c577509d062fea446ae5f9463459,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,13501,Mon, 24 Apr 2023 20:30:23 GMT
0xb7eec22ec79f10fd05900b9ef83d8f01961f2671bb1ff373810570b5b5963e07,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,12350,Mon, 24 Apr 2023 20:30:23 GMT
0x9b08b7f79cbfc030a15a679cb23c12b7f36cde8d430397e31b76b36662287b9c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,17107,Mon, 24 Apr 2023 20:30:23 GMT
0xa54884a0b951d2a2f50aa7c3d920c23d97dd590118b92d6527cdca306f0356ce,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,19965,Mon, 24 Apr 2023 20:30:23 GMT
0x9de516543119e173a3c3c11c6ca2016c8102bf4482acf51932d989c2aa26c0e9,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,16484,Mon, 24 Apr 2023 20:30:23 GMT
0xcde645e9abf23d8f69a36267dc8e067172c7d6063a9d6931af9569db069de639,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,25745,Mon, 24 Apr 2023 20:30:23 GMT
0x3c5c9eff760aefa2b78c6c1e69164ad146d7054b8c07e8454942dc84f4657d19,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,11390,Mon, 24 Apr 2023 20:30:23 GMT
0x1eff3278e2fd1df1f264744f028d7fd6369b0d1a2010b24a0ca780049fb52a4f,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,21000,Mon, 24 Apr 2023 20:30:23 GMT
0x63891f9c1d68660cc5d62453cb23e3b7501150c72e6c0983618d6bbdfe6b02c4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,15000,Mon, 24 Apr 2023 20:30:23 GMT
0x5621dfe14f49798b7f71ee867db388002f229586bcc047296b045e3fb790e7bd,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,12415,Mon, 24 Apr 2023 20:30:23 GMT
0x14cf2d50fa872082284b86b6cea76357049aec651708255782817738fdd94f30,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,11000,Mon, 24 Apr 2023 20:30:23 GMT
0xfa8be7ca1e97739b41ec14b9df4af3a6d51bca4d388ff1d2781945bb8b066dd4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10980,Mon, 24 Apr 2023 20:30:23 GMT
0x87d39b4e42977cbec54dc74fca7d0327909e0b201b695785b6621735a24935ef,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10966,Mon, 24 Apr 2023 20:30:23 GMT
0xca95eb775b544a33c9866cfa71306e46b77e01b8f14a7570c5a88638b185d747,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10000,Mon, 24 Apr 2023 20:30:23 GMT
0x716a126209c9461ab1fa6b03002f6e4a426ce3646826264532e984d1a999ff4d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9616,Mon, 24 Apr 2023 20:30:23 GMT
0x6dff9d81269d98147e9763ff1339c5814f2df21906635cdf4d86e3888cf8cd33,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9270,Mon, 24 Apr 2023 20:30:23 GMT
0xbdfb35cda6f8163837c5e8daea1aa23dee786c4c330d2de6f9fed03b362335ea,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6990,Mon, 24 Apr 2023 20:30:23 GMT
0xcf1c83eb6a0ac11ac4ed08e36d05bea42ad9d13bec26f6054ba743fac3341c40,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,7900,Mon, 24 Apr 2023 20:30:23 GMT
0x17744a3e2287946b6b94f65e0d06c96fbe5988d07a21e6db87e2d42819498a83,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6500,Mon, 24 Apr 2023 20:30:23 GMT
0xc05feda7e366b408236c77186897aa24a849a7ef0c415f117a29c51d845a5240,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6864,Mon, 24 Apr 2023 20:30:23 GMT
0xf63e526d6f1f7a7d4da31f6b49b2d9c8a04a882fc65183daaef829d1ca9103a2,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6817,Mon, 24 Apr 2023 20:30:23 GMT
0x20fc27ccdaad97cb26f2b22b6bfb567fb782d6ab50a8125de6a8266f181df132,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6080,Mon, 24 Apr 2023 20:30:23 GMT
0xb88f6cd0d71f2e0c66f948bef1649a853d738ae0471403da4fe35acefc1fc03b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5770,Mon, 24 Apr 2023 20:30:23 GMT
0x27528d6ce27f7548857be36667f6086ebe68f816a42cb4bb8fc1cdb091c058ba,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5015,Mon, 24 Apr 2023 20:30:23 GMT
0x0d0a32bb6041c1b18c735eb70128b2ba84cbcf87bb866bbecc416ee653e67dac,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0x4e836bb6cc275e2044dc478676add778edae371bed8c388b88b8a168320022d6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0x9366a809bed0388a841aab88ea465aaae5b64760680e17294e41db33e5a061f3,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0xe2377eb41c9802869b175ff0f7aecf7cef7af3911df1c8e3dfc66271af29f7c6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0x1f7c29832ac7165202c513e75e83c8ee5c9a8ec0ab92eeb91da15c70aa1dacbf,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0xae517a73b679f9be1a60b417b7af691dd72dc0c0130e6dd4e131fc02b39dcb22,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0x229f4118dc9a3c8f59fb27861e856c40963bc1d673c31a6ab65db47880a6cf3c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4880,Mon, 24 Apr 2023 20:30:23 GMT
0xd98734a0064bd51c3d340f702d8402865437962c061a88bff2dd244d8cef8790,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4323,Mon, 24 Apr 2023 20:30:23 GMT
0x805170496224eaa8a469a634525f1e6ea4c01fe76dacb4bd555964c3c0797d4a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4117,Mon, 24 Apr 2023 20:30:23 GMT
0x643dd5767d370209bd99d543a4b96aecc11e11a8f35aac3f74a930e21dfd54d8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4200,Mon, 24 Apr 2023 20:30:23 GMT
0xe5f51862b55d62866a1cf52ab73c7cbf9016f9e9ae7ff9b2ae6396bbca03450d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4131,Mon, 24 Apr 2023 20:30:23 GMT
0x282bd0caac08d5d21eed13673f8e9b8e0426d0603ceb8aa0bbe3309aac283e1d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4000,Mon, 24 Apr 2023 20:30:23 GMT
0xb7050786785254f55f15e8b91f1b470e127f5bb69ea47561d5690365ffbb9a0c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4000,Mon, 24 Apr 2023 20:30:23 GMT
0x45ce2095496d890789ca36620919198f2b3f42f3def01118f3ba07420abe28c4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3974,Mon, 24 Apr 2023 20:30:23 GMT
0x18203e0904ed047167ee1559fdbd49ed4d87d359a954712968bf19a406906893,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3815,Mon, 24 Apr 2023 20:30:23 GMT
0x82f7cc819a03f3fa3131cd3987a68cca00a16f9342409955147f0f03ca69b3e0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3500,Mon, 24 Apr 2023 20:30:23 GMT
0x7fa1b4479f0d4b98c4ef62cd2f6b65701cf36edeee42c22cf2d4fb1343f295a2,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3154,Mon, 24 Apr 2023 20:30:23 GMT
0xfdb781879263a6be5dc55db6b9bf7f1e181b5e437a75e70f5a62fd5ce6b34957,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:23 GMT
0x30c2022179e7cdec04174534c6945de6df1075ae6d5faa8365addd19e834094f,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:23 GMT
0x60d5717ed9858bfacfed1c842e823edba23df0d75767a6fef8064824de3db8ca,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:23 GMT
0x510e4c15d42e2d1b37f03ca5550fe8e21de3e517d30506d421bcb9862e97bbda,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:23 GMT
0xcaf97d9be52aff5c390a39c44ab6ce5d899679d42f0520fe55029842436c429e,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:23 GMT
0xd298b33de627ac54078a5a1fb686da9b405f9aed93af76e63c90580d622c020b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2781,Mon, 24 Apr 2023 20:30:23 GMT
0x60ed039d6caef5b1ed30dd250ad3b6f01cefd2ca7c2692d3a2080a6f0ff76934,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,30010,Mon, 24 Apr 2023 20:30:23 GMT
0x0ee8ed83d8720002a98a4ef4101ba289268f06b185a608fa98f3505c08d87085,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:30:23 GMT
0x7efa65a94240f5dda0ebdc16dc6434e9c41a042acb656cb88e2e3834b957e4b8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,14946,Mon, 24 Apr 2023 20:30:23 GMT
0x2576506cc5e4651037ed28656a8d91b945b5ba8cc5e69affcb1605e9ad4a2aad,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:30:23 GMT
0x130928815f9a435c21b886053b1864cb231493731345116a0784ee19373e814e,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2000,Mon, 24 Apr 2023 20:30:23 GMT
0x927fb8cbbbd815364ced3db9b89e456b69e9d277385d87ef86bdb43d37e352a0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50000,Mon, 24 Apr 2023 20:30:23 GMT
0x19826ceb2c16040b6f81f961e230fe7cade4a6152f54308a87e04c30c438f8e6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1500,Mon, 24 Apr 2023 20:30:23 GMT
0xd7a4e1c89bf17c03cf8d4cd32aef6008ab8115ddbdf298d483869fec9c907f13,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2028,Mon, 24 Apr 2023 20:30:23 GMT
0x803bdcad7d709d4b13dc474432cd9b11069fb4b28de2fa9a2631cd557153403e,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,543,Mon, 24 Apr 2023 20:30:23 GMT
0x103f7780185836c44a261bde8ac7e9beee0074648c2e293ba92a41f8284eb38c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,20499,Mon, 24 Apr 2023 20:30:23 GMT
0xc99ba32884b0b728b505432712fc1b2ef6d173b34281709b8c097680f28e84cf,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1069,Mon, 24 Apr 2023 20:30:23 GMT
0xf65baf9fa5b04a62af97cc05ef11c9dd21d79d0967ab62f19f3f0e1bb045d603,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,20000,Mon, 24 Apr 2023 20:30:23 GMT
0x3908e88f10a48151895b357112bc3b70a60bc0625c273ef6903a7019d2708052,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3941,Mon, 24 Apr 2023 20:30:23 GMT
0x4bdcb1846554a76639eff096889a9c48d6429b373fecde9b7ccb683d7a5fdac3,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,300,Mon, 24 Apr 2023 20:30:23 GMT
0x103927f3b3005ae6a8bb9da2eccf8b736d5c6c074a14978e9f2847aeca432805,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,740,Mon, 24 Apr 2023 20:30:35 GMT
0xe4d0e31a9189ce3b955ab3a707a5dad34f8f17b8541caf70fb4d6552c903fcd9,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:30:35 GMT
0x8705b924cf439b5753b0c0bef5d1dcba70791cf3c03d8a67bdabb47d8d11af52,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,891,Mon, 24 Apr 2023 20:30:35 GMT
0x15fd3fd8ec8a8b27d70ed5ec09e3deefc31a83498e1a8d2a721237a808f71bf5,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,743,Mon, 24 Apr 2023 20:30:35 GMT
0x462a807d52dd73c1f4350259b46c36453f7548cb0642d4ba64114d4126683eec,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2700,Mon, 24 Apr 2023 20:30:35 GMT
0x0877cd9ac977769f507dc2b1b6f637eda41d9fa3c194ccd59183ec1a84e1fcc9,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3100,Mon, 24 Apr 2023 20:30:35 GMT
0x1b16557b6aa9b760411be676bc8e493e4f48b05fc3eea58f52b9f330a161c9f6,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,750,Mon, 24 Apr 2023 20:30:35 GMT
0x3fb9f7d8b93f16fb40f358e9040753c7380578aebb1cd09a84e2a04567aa2d78,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2880,Mon, 24 Apr 2023 20:30:35 GMT
0xb8b6dc3877b6e1b97f3b7b2f69b352c3e96d052808b3d144a227d4dab9ccafc0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2618,Mon, 24 Apr 2023 20:30:35 GMT
0x8c7e4308606594e7c4044b2774c456eff2fe4898421727382ea54108d0c26af8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2515,Mon, 24 Apr 2023 20:30:35 GMT
0xdbf38113984bb6eab4fdfc88c6f20b00d3d19cea449844be645a5ba3b6b47f72,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2503,Mon, 24 Apr 2023 20:30:35 GMT
0xfaad05aefa0c709d52843a7a690e1fdbddc945496545eafdfbb52b0e82cc2a77,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2500,Mon, 24 Apr 2023 20:30:35 GMT
0xf9b564e9aa9b5103974545d2eddb54f258b419e9978d7f392c4004c921b9b581,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2016,Mon, 24 Apr 2023 20:30:35 GMT
0x2f6905295cdc5a456a8f25b858f548f3df9278dc82115f815513aba8f6660920,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2151,Mon, 24 Apr 2023 20:30:35 GMT
